,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
4158,4159,3,False,6,4,False,1,True,2,0.6,0.83,0.1642,1,8,9,Low demand
7061,7062,4,False,10,20,False,3,True,1,0.5,0.88,0.0,27,180,207,Medium-High demand
13929,13930,3,True,8,14,False,3,True,2,0.8,0.52,0.2537,63,173,236,High demand
5637,5638,3,False,8,8,False,0,False,3,0.62,0.83,0.4179,2,6,8,Low demand
12733,12734,2,True,6,18,False,2,True,1,0.8,0.55,0.1642,91,704,795,High demand
1783,1784,1,False,3,0,False,0,False,1,0.34,0.49,0.4179,7,33,40,Medium-Low demand
16765,16766,4,True,12,8,False,4,True,1,0.22,0.51,0.2985,13,646,659,Medium-Low demand
7837,7838,4,False,11,5,False,1,True,1,0.4,0.87,0.0,0,34,34,Low demand
10015,10016,1,True,2,8,False,1,True,1,0.24,0.6,0.0,14,514,528,Medium-Low demand
7345,7346,4,False,11,16,False,1,True,1,0.52,0.45,0.0,40,255,295,Medium-High demand
518,519,1,False,1,17,False,0,False,1,0.14,0.26,0.3881,5,50,55,Medium-Low demand
16914,16915,4,True,12,13,False,3,True,2,0.34,0.42,0.0,18,220,238,Medium-High demand
714,715,1,False,2,3,False,3,True,3,0.22,0.93,0.1343,0,1,1,Low demand
7541,7542,4,False,11,20,False,2,True,2,0.48,0.82,0.1343,26,212,238,Medium-High demand
6731,6732,4,False,10,1,False,4,True,2,0.54,0.94,0.0,3,9,12,Low demand
1448,1449,1,False,3,15,False,6,False,2,0.46,0.63,0.2985,83,122,205,High demand
7963,7964,4,False,12,11,False,6,False,1,0.32,0.57,0.0896,48,227,275,Medium-High demand
11148,11149,2,True,4,17,False,6,False,2,0.62,0.33,0.2537,251,309,560,High demand
4261,4262,3,False,7,11,False,5,True,1,0.8,0.26,0.0,68,146,214,High demand
7902,7903,4,False,11,22,False,3,True,1,0.3,0.56,0.2985,5,82,87,Medium-Low demand
2008,2009,2,False,3,13,False,2,True,1,0.34,0.25,0.2985,24,80,104,Medium-High demand
8603,8604,1,False,12,6,False,5,True,1,0.24,0.7,0.0896,1,31,32,Low demand
9523,9524,1,True,2,18,False,1,True,1,0.38,0.43,0.2239,11,426,437,Medium-Low demand
8327,8328,4,False,12,15,False,0,False,1,0.32,0.45,0.2836,23,184,207,Medium-High demand
15350,15351,4,True,10,19,False,6,False,1,0.48,0.55,0.2239,102,239,341,High demand
4818,4819,3,False,7,16,False,0,False,1,0.9,0.42,0.2537,62,187,249,High demand
4331,4332,3,False,7,9,True,1,False,2,0.72,0.66,0.0896,142,96,238,High demand
6884,6885,4,False,10,11,False,3,True,3,0.52,0.94,0.2537,33,116,149,Medium-High demand
6339,6340,4,False,9,17,False,1,True,1,0.7,0.7,0.1343,61,509,570,High demand
9186,9187,1,True,1,16,False,1,True,2,0.24,0.93,0.1642,14,108,122,Medium-Low demand
9077,9078,1,True,1,3,False,4,True,1,0.12,0.54,0.1045,0,4,4,Low demand
4380,4381,3,False,7,10,False,3,True,3,0.7,0.79,0.0896,13,30,43,Medium-Low demand
3767,3768,2,False,6,21,False,5,True,1,0.76,0.66,0.1343,55,163,218,High demand
587,588,1,False,1,16,False,4,True,1,0.22,0.55,0.194,1,23,24,Low demand
3495,3496,2,False,5,13,True,1,False,1,0.86,0.44,0.0896,133,217,350,High demand
12540,12541,2,True,6,17,False,1,True,2,0.8,0.41,0.3582,85,715,800,High demand
10187,10188,1,True,3,13,False,1,True,2,0.26,0.55,0.2985,11,109,120,Medium-Low demand
8545,8546,1,False,12,19,False,2,True,1,0.34,0.87,0.1642,3,87,90,Low demand
10909,10910,2,True,4,17,False,3,True,1,0.66,0.41,0.2985,99,645,744,High demand
11414,11415,2,True,4,19,False,3,True,1,0.6,0.2,0.194,42,501,543,Medium-High demand
13468,13469,3,True,7,9,False,5,True,2,0.7,0.79,0.1343,45,328,373,Medium-High demand
15522,15523,4,True,10,23,False,6,False,1,0.42,0.58,0.2985,27,98,125,Medium-High demand
17315,17316,1,True,12,8,False,6,False,2,0.26,0.81,0.0,9,35,44,Medium-Low demand
10513,10514,1,True,3,4,False,1,True,1,0.44,0.94,0.0,0,3,3,Low demand
10723,10724,2,True,3,22,False,2,True,1,0.36,0.37,0.1343,7,127,134,Medium-Low demand
3527,3528,2,False,5,21,False,2,True,1,0.76,0.66,0.1045,45,165,210,Medium-High demand
5536,5537,3,False,8,14,False,2,True,1,0.72,0.3,0.0896,149,502,651,High demand
3254,3255,2,False,5,12,False,5,True,2,0.6,0.56,0.2537,69,186,255,High demand
2091,2092,2,False,4,0,False,6,False,2,0.3,0.61,0.0,3,29,32,Low demand
3930,3931,2,False,6,16,False,5,True,1,0.76,0.45,0.1642,69,286,355,High demand
8036,8037,4,False,12,12,False,2,True,3,0.46,1.0,0.2239,5,50,55,Medium-Low demand
14185,14186,3,True,8,6,False,0,False,2,0.62,0.69,0.1045,5,15,20,Medium-Low demand
14877,14878,3,True,9,2,False,1,True,1,0.52,0.72,0.0,5,8,13,Medium-Low demand
12242,12243,2,True,5,7,False,3,True,3,0.6,0.78,0.194,14,469,483,Medium-Low demand
13073,13074,3,True,7,22,False,2,True,1,0.68,0.79,0.194,26,151,177,Medium-High demand
14786,14787,3,True,9,7,False,4,True,1,0.54,0.77,0.0,22,549,571,Medium-High demand
7780,7781,4,False,11,19,False,5,True,1,0.42,0.67,0.0,38,96,134,Medium-High demand
10566,10567,2,True,3,9,False,3,True,2,0.5,0.88,0.1642,38,255,293,Medium-High demand
11706,11707,2,True,5,23,False,1,True,2,0.54,0.45,0.194,21,92,113,Medium-High demand
5614,5615,3,False,8,20,False,5,True,1,0.72,0.79,0.0896,39,183,222,Medium-High demand
6348,6349,4,False,9,2,False,2,True,1,0.62,0.94,0.1045,7,4,11,Medium-Low demand
329,330,1,False,1,5,False,6,False,1,0.16,0.59,0.0,0,1,1,Low demand
2844,2845,2,False,5,10,False,2,True,2,0.64,0.69,0.3582,36,91,127,Medium-High demand
11363,11364,2,True,4,16,False,1,True,3,0.3,0.81,0.3582,10,93,103,Medium-Low demand
12493,12494,2,True,6,18,False,6,False,1,0.82,0.24,0.2239,175,276,451,High demand
3171,3172,2,False,5,1,False,2,True,3,0.56,0.88,0.0,7,6,13,Medium-Low demand
7388,7389,4,False,11,11,False,3,True,1,0.46,0.67,0.1642,21,131,152,Medium-High demand
16188,16189,4,True,11,6,True,1,False,1,0.38,0.87,0.1045,7,64,71,Medium-Low demand
14346,14347,3,True,8,23,False,6,False,2,0.62,0.83,0.2537,34,124,158,Medium-High demand
5344,5345,3,False,8,14,False,1,True,1,0.74,0.55,0.0896,56,95,151,High demand
14088,14089,3,True,8,5,False,3,True,1,0.64,0.78,0.1045,4,35,39,Low demand
16346,16347,4,True,11,20,False,0,False,1,0.36,0.66,0.1642,9,120,129,Medium-Low demand
11883,11884,2,True,5,8,False,2,True,2,0.58,0.88,0.0896,8,401,409,Medium-Low demand
6536,6537,4,False,10,22,False,2,True,1,0.5,0.72,0.1343,8,106,114,Medium-Low demand
9184,9185,1,True,1,14,False,1,True,3,0.22,0.93,0.194,13,48,61,Medium-Low demand
6715,6716,4,False,10,9,False,3,True,2,0.54,0.88,0.4478,14,183,197,Medium-Low demand
11708,11709,2,True,5,1,False,2,True,2,0.52,0.59,0.2239,6,3,9,Medium-Low demand
14369,14370,3,True,8,22,False,0,False,1,0.62,0.88,0.0896,20,94,114,Medium-High demand
6276,6277,4,False,9,2,False,6,False,2,0.58,0.94,0.0896,14,54,68,Medium-Low demand
15623,15624,4,True,10,4,False,4,True,1,0.44,0.88,0.2239,0,5,5,Low demand
15825,15826,4,True,10,14,False,5,True,2,0.6,0.64,0.1343,99,252,351,High demand
11663,11664,2,True,5,4,False,0,False,3,0.52,0.83,0.1642,9,7,16,Medium-Low demand
15632,15633,4,True,10,13,False,4,True,1,0.62,0.53,0.3582,96,236,332,High demand
3363,3364,2,False,5,1,False,3,True,3,0.58,0.83,0.194,6,2,8,Medium-Low demand
12159,12160,2,True,5,20,False,6,False,2,0.74,0.55,0.194,103,152,255,High demand
4045,4046,3,False,6,11,False,3,True,1,0.74,0.7,0.1642,37,108,145,Medium-High demand
1010,1011,1,False,2,18,False,1,True,1,0.4,0.4,0.6119,11,194,205,Medium-Low demand
8021,8022,4,False,12,21,False,1,True,2,0.44,0.88,0.0896,10,166,176,Medium-Low demand
13093,13094,3,True,7,18,True,3,False,1,0.9,0.42,0.194,159,271,430,High demand
6474,6475,4,False,10,8,False,0,False,2,0.34,0.76,0.194,14,50,64,Medium-Low demand
8770,8771,1,True,1,6,False,5,True,2,0.22,0.73,0.1045,1,69,70,Low demand
3564,3565,2,False,6,10,False,4,True,1,0.72,0.28,0.4925,33,106,139,Medium-High demand
2491,2492,2,False,4,17,False,1,True,1,0.58,0.49,0.2836,66,362,428,High demand
824,825,1,False,2,19,False,0,False,1,0.28,0.61,0.1343,1,20,21,Low demand
10221,10222,1,True,3,23,False,2,True,1,0.28,0.61,0.2239,3,51,54,Low demand
1055,1056,1,False,2,17,False,3,True,1,0.46,0.28,0.2836,11,244,255,Medium-Low demand
11444,11445,2,True,4,1,False,5,True,1,0.5,0.59,0.4478,3,32,35,Low demand
12439,12440,2,True,6,12,False,4,True,1,0.7,0.42,0.0,62,274,336,High demand
12659,12660,2,True,6,16,False,6,False,2,0.72,0.37,0.1045,238,304,542,High demand
11707,11708,2,True,5,0,False,2,True,2,0.52,0.52,0.2537,10,28,38,Medium-Low demand
4391,4392,3,False,7,21,False,3,True,1,0.7,0.79,0.194,66,175,241,High demand
1937,1938,2,False,3,12,False,6,False,1,0.3,0.36,0.194,98,129,227,High demand
3824,3825,2,False,6,6,False,1,True,1,0.54,0.64,0.4179,7,98,105,Medium-Low demand
9829,9830,1,True,2,12,False,0,False,2,0.28,0.52,0.2537,71,184,255,High demand
9964,9965,1,True,2,5,False,6,False,2,0.3,0.42,0.2985,0,3,3,Low demand
4943,4944,3,False,7,21,False,5,True,1,0.82,0.46,0.1642,29,134,163,Medium-High demand
2514,2515,2,False,4,16,False,2,True,1,0.56,0.52,0.2985,30,162,192,Medium-High demand
10842,10843,2,True,4,21,False,0,False,2,0.5,0.59,0.1642,33,101,134,Medium-High demand
5651,5652,3,False,8,22,False,0,False,1,0.64,0.69,0.1045,25,73,98,Medium-High demand
5267,5268,3,False,8,9,False,5,True,1,0.72,0.34,0.1343,27,178,205,Medium-High demand
15423,15424,4,True,10,20,False,2,True,2,0.5,0.72,0.1642,30,330,360,Medium-High demand
12248,12249,2,True,5,13,False,3,True,1,0.7,0.51,0.0,53,236,289,High demand
14908,14909,3,True,9,9,False,2,True,2,0.66,0.83,0.5821,27,266,293,Medium-High demand
7635,7636,4,False,11,18,False,6,False,1,0.38,0.46,0.1343,36,172,208,Medium-High demand
8328,8329,4,False,12,16,False,0,False,1,0.28,0.48,0.2537,27,207,234,Medium-High demand
2834,2835,2,False,5,0,False,2,True,2,0.56,0.83,0.2239,0,16,16,Low demand
15680,15681,4,True,10,13,False,6,False,1,0.56,0.43,0.1642,273,441,714,High demand
243,244,1,False,1,12,False,2,True,2,0.2,0.51,0.1045,2,55,57,Low demand
348,349,1,False,1,0,False,0,False,1,0.26,0.56,0.0,6,33,39,Medium-Low demand
8043,8044,4,False,12,19,False,2,True,3,0.46,1.0,0.2985,10,223,233,Medium-Low demand
10260,10261,1,True,3,14,False,4,True,2,0.62,0.43,0.6418,48,155,203,Medium-High demand
13627,13628,3,True,7,0,False,5,True,1,0.72,0.7,0.0,14,83,97,Medium-Low demand
9892,9893,1,True,2,5,False,3,True,1,0.32,0.7,0.1045,1,29,30,Low demand
11733,11734,2,True,5,2,False,3,True,3,0.56,0.88,0.4478,0,1,1,Low demand
10292,10293,1,True,3,22,False,5,True,1,0.34,0.31,0.4925,7,100,107,Medium-Low demand
3766,3767,2,False,6,20,False,5,True,1,0.76,0.62,0.1045,53,197,250,High demand
9218,9219,1,True,1,0,False,3,True,1,0.26,0.93,0.0,6,25,31,Medium-Low demand
2698,2699,2,False,4,8,False,3,True,2,0.58,0.88,0.3284,31,413,444,Medium-High demand
4870,4871,3,False,7,20,False,2,True,1,0.8,0.46,0.2537,47,243,290,Medium-High demand
308,309,1,False,1,8,False,5,True,1,0.12,0.68,0.0,2,156,158,Low demand
14671,14672,3,True,9,12,False,6,False,1,0.8,0.55,0.4925,220,474,694,High demand
993,994,1,False,2,1,False,1,True,1,0.38,0.37,0.3582,1,6,7,Low demand
13249,13250,3,True,7,6,False,3,True,1,0.64,0.89,0.1343,17,168,185,Medium-Low demand
12591,12592,2,True,6,20,False,3,True,1,0.68,0.36,0.4179,86,362,448,High demand
6014,6015,3,False,9,4,False,2,True,1,0.56,0.88,0.0,2,6,8,Low demand
8464,8465,1,False,12,8,False,6,False,1,0.28,0.7,0.194,0,27,27,Low demand
12675,12676,2,True,6,8,False,0,False,1,0.56,0.68,0.2537,24,95,119,Medium-High demand
15391,15392,4,True,10,12,True,1,False,2,0.42,0.63,0.1642,74,267,341,High demand
16075,16076,4,True,11,12,False,3,True,2,0.32,0.53,0.2836,24,188,212,Medium-High demand
4626,4627,3,False,7,16,False,6,False,1,0.76,0.45,0.2836,183,242,425,High demand
13160,13161,3,True,7,13,False,6,False,2,0.96,0.31,0.2537,116,244,360,High demand
1496,1497,1,False,3,17,False,1,True,1,0.34,0.29,0.3582,27,206,233,Medium-High demand
13605,13606,3,True,7,2,False,4,True,1,0.66,0.69,0.2537,5,16,21,Medium-Low demand
14471,14472,3,True,8,4,False,5,True,1,0.64,0.89,0.1343,0,7,7,Low demand
3651,3652,2,False,6,1,False,1,True,1,0.6,0.83,0.1343,9,5,14,Medium-Low demand
210,211,1,False,1,1,False,1,True,1,0.12,0.5,0.2836,1,0,1,Low demand
12781,12782,3,True,6,18,False,4,True,1,0.86,0.41,0.194,78,562,640,High demand
8190,8191,4,False,12,22,False,1,True,1,0.26,0.7,0.0,0,71,71,Low demand
5724,5725,3,False,8,23,False,3,True,1,0.6,0.78,0.1045,24,60,84,Medium-High demand
1512,1513,1,False,3,9,False,2,True,1,0.26,0.41,0.1642,11,140,151,Medium-Low demand
7026,7027,4,False,10,9,False,2,True,1,0.48,0.55,0.2239,29,194,223,Medium-High demand
7429,7430,4,False,11,4,True,5,False,1,0.3,0.61,0.194,0,8,8,Low demand
4019,4020,3,False,6,9,False,2,True,2,0.62,0.88,0.2537,32,243,275,Medium-High demand
15020,15021,4,True,9,1,False,0,False,1,0.54,0.52,0.3582,23,119,142,Medium-High demand
7706,7707,4,False,11,17,False,2,True,3,0.44,1.0,0.0896,4,161,165,Low demand
13382,13383,3,True,7,19,False,1,True,1,0.8,0.63,0.1343,92,503,595,High demand
13572,13573,3,True,7,17,False,2,True,1,0.8,0.52,0.3284,94,775,869,High demand
15085,15086,4,True,9,18,False,2,True,1,0.64,0.41,0.2239,64,758,822,High demand
7137,7138,4,False,10,0,False,0,False,1,0.22,0.87,0.2239,7,47,54,Medium-Low demand
13452,13453,3,True,7,17,False,4,True,1,0.86,0.41,0.0,93,678,771,High demand
15335,15336,4,True,10,4,False,6,False,1,0.54,0.83,0.2537,4,7,11,Low demand
17304,17305,1,True,12,21,False,5,True,2,0.24,0.7,0.1343,17,75,92,Medium-Low demand
12705,12706,2,True,6,14,False,1,True,2,0.58,0.68,0.194,59,160,219,High demand
16653,16654,4,True,12,16,False,6,False,2,0.38,0.66,0.0,89,354,443,High demand
9399,9400,1,True,2,13,False,3,True,1,0.46,0.47,0.2239,12,174,186,Medium-Low demand
5932,5933,3,False,9,17,False,5,True,1,0.7,0.79,0.2537,54,451,505,High demand
12321,12322,2,True,6,14,False,6,False,1,0.64,0.38,0.2985,259,388,647,High demand
6956,6957,4,False,10,11,False,6,False,2,0.44,0.62,0.1045,110,172,282,High demand
9556,9557,1,True,2,3,False,3,True,1,0.26,0.65,0.0,0,1,1,Low demand
2488,2489,2,False,4,14,False,1,True,2,0.58,0.49,0.194,49,95,144,High demand
11376,11377,2,True,4,5,False,2,True,1,0.3,0.7,0.194,0,22,22,Low demand
2447,2448,2,False,4,21,False,6,False,2,0.44,0.94,0.0,1,13,14,Low demand
8536,8537,1,False,12,10,False,2,True,2,0.32,0.66,0.0896,13,47,60,Medium-Low demand
5381,5382,3,False,8,3,False,3,True,1,0.64,0.78,0.0,1,4,5,Low demand
12324,12325,2,True,6,17,False,6,False,1,0.64,0.36,0.0,248,338,586,High demand
2659,2660,2,False,4,17,False,1,True,1,0.7,0.54,0.2985,80,441,521,High demand
16946,16947,4,True,12,21,False,4,True,1,0.28,0.48,0.0,13,200,213,Medium-Low demand
10068,10069,1,True,2,14,False,3,True,2,0.36,0.93,0.3582,2,54,56,Low demand
2920,2921,2,False,5,14,False,5,True,1,0.6,0.4,0.4478,86,127,213,High demand
13207,13208,3,True,7,12,False,1,True,2,0.74,0.58,0.1343,61,205,266,High demand
2273,2274,2,False,4,14,False,6,False,2,0.36,0.81,0.1343,94,118,212,High demand
1731,1732,1,False,3,19,False,4,True,1,0.44,0.58,0.194,18,189,207,Medium-High demand
2771,2772,2,False,4,9,False,6,False,1,0.44,0.51,0.3582,35,121,156,Medium-High demand
3339,3340,2,False,5,1,False,2,True,2,0.6,0.94,0.1642,6,9,15,Medium-Low demand
6532,6533,4,False,10,18,False,2,True,1,0.54,0.64,0.2836,68,456,524,High demand
15667,15668,4,True,10,0,False,6,False,1,0.46,0.82,0.1343,13,110,123,Medium-Low demand
12491,12492,2,True,6,16,False,6,False,1,0.82,0.24,0.194,219,315,534,High demand
7973,7974,4,False,12,21,False,6,False,2,0.3,0.61,0.0896,5,104,109,Medium-Low demand
13407,13408,3,True,7,20,False,2,True,1,0.86,0.34,0.1642,52,375,427,High demand
6710,6711,4,False,10,4,False,3,True,3,0.54,0.94,0.3881,1,6,7,Low demand
8784,8785,1,True,1,20,False,5,True,1,0.42,0.41,0.194,14,163,177,Medium-Low demand
1954,1955,2,False,3,6,False,0,False,3,0.16,0.86,0.1343,0,2,2,Low demand
6182,6183,3,False,9,4,False,2,True,1,0.54,0.88,0.194,2,4,6,Low demand
8983,8984,1,True,1,4,False,0,False,2,0.16,0.47,0.3881,1,5,6,Low demand
1030,1031,1,False,2,15,False,2,True,1,0.34,0.19,0.1642,11,74,85,Medium-Low demand
4410,4411,3,False,7,16,False,4,True,1,0.86,0.39,0.2239,47,218,265,Medium-High demand
2618,2619,2,False,4,0,False,0,False,1,0.52,0.83,0.2239,30,66,96,Medium-High demand
8691,8692,1,True,1,23,True,1,False,1,0.22,0.44,0.2537,2,32,34,Low demand
9851,9852,1,True,2,11,True,1,False,1,0.26,0.48,0.3582,45,163,208,Medium-High demand
4677,4678,3,False,7,19,False,1,True,1,0.8,0.55,0.2239,63,335,398,High demand
11442,11443,2,True,4,23,False,4,True,1,0.5,0.88,0.1642,6,106,112,Medium-Low demand
7482,7483,4,False,11,9,False,0,False,1,0.4,0.54,0.2836,38,97,135,Medium-High demand
5145,5146,3,False,8,7,False,0,False,1,0.7,0.84,0.194,11,28,39,Medium-Low demand
11668,11669,2,True,5,9,False,0,False,2,0.52,0.83,0.1642,63,128,191,High demand
9148,9149,1,True,1,2,False,0,False,2,0.18,0.74,0.2836,1,46,47,Low demand
3203,3204,2,False,5,9,False,3,True,3,0.56,0.83,0.2537,26,176,202,Medium-High demand
2432,2433,2,False,4,6,False,6,False,3,0.4,0.82,0.3284,1,9,10,Low demand
3568,3569,2,False,6,14,False,4,True,1,0.78,0.24,0.3284,43,142,185,Medium-High demand
3993,3994,2,False,6,7,False,1,True,3,0.56,0.88,0.194,0,46,46,Low demand
12194,12195,2,True,5,7,True,1,False,1,0.62,0.78,0.1045,24,43,67,Medium-High demand
7692,7693,4,False,11,3,False,2,True,3,0.38,1.0,0.1045,1,2,3,Low demand
1119,1120,1,False,2,9,False,6,False,1,0.4,0.16,0.6567,18,37,55,Medium-High demand
7949,7950,4,False,12,21,False,5,True,1,0.34,0.49,0.194,9,102,111,Medium-Low demand
1938,1939,2,False,3,13,False,6,False,1,0.32,0.33,0.2239,94,145,239,High demand
16957,16958,4,True,12,8,False,5,True,1,0.2,0.69,0.0896,13,623,636,Medium-Low demand
12771,12772,3,True,6,8,False,4,True,1,0.74,0.7,0.0,27,563,590,Medium-High demand
926,927,1,False,2,5,False,5,True,1,0.08,0.63,0.0896,0,4,4,Low demand
9284,9285,1,True,1,18,False,5,True,1,0.4,0.5,0.4925,20,363,383,Medium-High demand
11542,11543,2,True,5,3,False,2,True,2,0.5,0.77,0.0,1,2,3,Low demand
10344,10345,1,True,3,3,False,1,True,1,0.36,0.5,0.1343,0,2,2,Low demand
5257,5258,3,False,8,23,False,4,True,1,0.66,0.5,0.1642,22,105,127,Medium-High demand
13610,13611,3,True,7,7,False,4,True,1,0.7,0.74,0.2537,17,478,495,Medium-Low demand
7167,7168,4,False,10,6,False,1,True,1,0.24,0.87,0.0,4,82,86,Low demand
3524,3525,2,False,5,18,False,2,True,1,0.84,0.53,0.194,55,362,417,High demand
11347,11348,2,True,4,0,False,1,True,3,0.36,0.81,0.4179,0,6,6,Low demand
10014,10015,1,True,2,7,False,1,True,1,0.24,0.6,0.2239,2,278,280,Low demand
10993,10994,2,True,4,5,False,0,False,1,0.38,0.46,0.0,4,8,12,Low demand
12697,12698,2,True,6,6,False,1,True,3,0.52,0.88,0.1343,0,37,37,Low demand
2593,2594,2,False,4,23,False,5,True,3,0.32,0.93,0.1045,0,17,17,Low demand
9457,9458,1,True,2,23,False,5,True,1,0.26,0.7,0.1045,3,74,77,Low demand
576,577,1,False,1,7,False,3,True,3,0.22,0.87,0.2985,1,29,30,Low demand
4147,4148,3,False,6,17,False,0,False,2,0.72,0.42,0.1642,178,243,421,High demand
11746,11747,2,True,5,15,False,3,True,2,0.64,0.53,0.1045,68,191,259,High demand
9951,9952,1,True,2,16,False,5,True,3,0.4,0.87,0.194,12,166,178,Medium-Low demand
4273,4274,3,False,7,23,False,5,True,1,0.68,0.47,0.0896,44,96,140,Medium-High demand
10702,10703,2,True,3,1,False,2,True,1,0.3,0.26,0.4627,1,4,5,Low demand
3453,3454,2,False,5,19,False,6,False,1,0.7,0.65,0.194,99,153,252,High demand
13845,13846,3,True,8,2,False,0,False,1,0.74,0.7,0.2985,5,68,73,Medium-Low demand
8964,8965,1,True,1,9,False,6,False,1,0.14,0.5,0.1045,3,78,81,Low demand
4509,4510,3,False,7,19,False,1,True,1,0.84,0.59,0.3284,80,293,373,High demand
5173,5174,3,False,8,11,False,1,True,1,0.82,0.48,0.3582,90,89,179,High demand
3644,3645,2,False,6,18,False,0,False,1,0.7,0.58,0.1045,124,239,363,High demand
3807,3808,2,False,6,13,False,0,False,1,0.78,0.59,0.2836,109,264,373,High demand
9594,9595,1,True,2,17,False,4,True,1,0.34,0.34,0.1343,12,387,399,Medium-Low demand
13625,13626,3,True,7,22,False,4,True,1,0.8,0.49,0.6119,33,201,234,Medium-High demand
14497,14498,3,True,9,6,False,6,False,1,0.68,0.79,0.0,13,23,36,Medium-Low demand
1630,1631,1,False,3,11,False,0,False,1,0.44,0.41,0.4179,88,93,181,High demand
14032,14033,3,True,8,21,False,0,False,1,0.72,0.51,0.0896,78,142,220,High demand
6160,6161,3,False,9,6,False,1,True,1,0.5,0.77,0.2239,6,107,113,Medium-Low demand
11624,11625,2,True,5,13,False,5,True,2,0.64,0.73,0.0,71,207,278,High demand
1382,1383,1,False,3,21,False,3,True,1,0.34,0.29,0.4627,3,68,71,Low demand
15652,15653,4,True,10,9,False,5,True,2,0.54,0.94,0.1045,26,363,389,Medium-High demand
15895,15896,4,True,10,0,False,3,True,2,0.3,0.81,0.1045,0,16,16,Low demand
2816,2817,2,False,5,6,False,1,True,1,0.44,0.88,0.1045,3,59,62,Low demand
15695,15696,4,True,10,4,False,0,False,1,0.36,0.71,0.1642,8,13,21,Medium-Low demand
608,609,1,False,1,14,False,5,True,3,0.22,0.8,0.0,2,36,38,Low demand
2105,2106,2,False,4,14,False,6,False,3,0.32,0.76,0.3284,97,93,190,High demand
735,736,1,False,2,0,False,4,True,1,0.2,0.4,0.4478,1,11,12,Low demand
8218,8219,4,False,12,2,False,3,True,1,0.26,0.75,0.0,0,2,2,Low demand
7443,7444,4,False,11,18,True,5,False,1,0.34,0.39,0.2537,23,185,208,Medium-High demand
407,408,1,False,1,23,False,2,True,2,0.22,0.93,0.0,1,19,20,Low demand
7588,7589,4,False,11,19,False,4,True,1,0.3,0.45,0.2239,7,210,217,Medium-Low demand
10099,10100,1,True,3,21,False,4,True,1,0.42,0.47,0.4627,7,190,197,Medium-Low demand
13304,13305,3,True,7,13,False,5,True,2,0.8,0.38,0.1343,100,274,374,High demand
16929,16930,4,True,12,4,False,4,True,2,0.26,0.56,0.194,0,8,8,Low demand
9269,9270,1,True,1,3,False,5,True,2,0.42,0.94,0.2836,3,5,8,Low demand
12776,12777,3,True,6,13,False,4,True,1,0.9,0.35,0.0,31,141,172,Medium-High demand
6208,6209,3,False,9,6,False,3,True,2,0.54,1.0,0.194,5,112,117,Medium-Low demand
2809,2810,2,False,5,23,False,0,False,1,0.46,0.77,0.194,64,82,146,High demand
6362,6363,4,False,9,16,False,2,True,2,0.66,0.83,0.194,33,225,258,Medium-High demand
6820,6821,4,False,10,18,False,0,False,1,0.56,0.49,0.4478,102,226,328,High demand
12072,12073,2,True,5,5,False,3,True,3,0.56,0.88,0.2537,6,29,35,Medium-Low demand
10416,10417,1,True,3,3,False,4,True,1,0.5,0.63,0.0,0,7,7,Low demand
3962,3963,2,False,6,0,False,0,False,1,0.7,0.65,0.0,18,71,89,Medium-High demand
4712,4713,3,False,7,6,False,3,True,2,0.68,0.89,0.1045,5,111,116,Medium-Low demand
1560,1561,1,False,3,11,False,4,True,3,0.4,0.0,0.2537,6,5,11,Medium-Low demand
